1,46024,19,2798
1,46024,2798,19
1,46014,19,2808
1,46014,2808,19
2,45802,18,3020
2,45802,3020,18
1,45687,19,3135
1,45687,3135,19
1,44977,19,3845
1,44977,3845,19
1,44961,19,3861
1,44961,3861,19
3,44140,17,4682
3,44140,4682,17
4,44071,16,4751
4,44071,4751,16
2,43901,18,4921
2,43901,4921,18
8,43705,12,5117
8,43705,5117,12
3,43321,17,5501
3,43321,5501,17
2,43213,18,5609
2,43213,5609,18
4,42913,16,5909
4,42913,5909,16
1,42737,19,6085
1,42737,6085,19
3,42713,17,6109
3,42713,6109,17
2,42652,18,6170
2,42652,6170,18
5,42194,15,6628
5,42194,6628,15
1,41242,19,7580
1,41242,7580,19
1,40982,19,7840
1,40982,7840,19
2,40799,18,8023
2,40799,8023,18
1,39142,19,9680
1,39142,9680,19
5,37949,15,10873
5,37949,10873,15
2,37303,18,11519
2,37303,11519,18
6,37146,14,11676
6,37146,11676,14
2,36614,18,12208
2,36614,12208,18
4,36616,16,12206
4,36616,12206,16
13,36624,7,12198
13,36624,12198,7
1,36612,19,12210
1,36612,12210,19
5,36480,15,12342
5,36480,12342,15
6,36393,14,12429
6,36393,12429,14
4,36243,16,12579
4,36243,12579,16
7,35537,13,13285
7,35537,13285,13
5,33043,15,15779
5,33043,15779,15
6,32711,14,16111
6,32711,16111,14
11,32641,9,16181
11,32641,16181,9
1,29107,19,19715
1,29107,19715,19
4,26447,16,22375
4,26447,22375,16
12,24114,8,24708
12,24114,24708,8
11,20340,9,28482
11,20340,28482,9
9,16181,11,32641
9,16181,32641,11
13,14929,7,33893
13,14929,33893,7
16,7076,4,41746
16,7076,41746,4
20,3337,0,45485
20,3337,45485,0
18,2245,2,46577
18,2245,46577,2
1,48313,20,508
1,48313,508,20
2,47840,19,981
2,47840,981,19
1,47316,20,1505
1,47316,1505,20
2,47293,19,1528
2,47293,1528,19
1,47221,20,1600
1,47221,1600,20
1,47010,20,1811
1,47010,1811,20
1,46841,20,1980
1,46841,1980,20
1,46528,20,2293
1,46528,2293,20
3,46493,18,2328
3,46493,2328,18
2,46166,19,2655
2,46166,2655,19
1,46023,20,2798
1,46023,2798,20
1,46013,20,2808
1,46013,2808,20
2,45801,19,3020
2,45801,3020,19
2,44961,19,3860
2,44961,3860,19
1,44137,20,4684
1,44137,4684,20
1,44067,20,4754
1,44067,4754,20
5,43903,16,4918
5,43903,4918,16
4,43700,17,5121
4,43700,5121,17
1,43318,20,5503
1,43318,5503,20
3,43213,18,5608
3,43213,5608,18
1,42909,20,5912
1,42909,5912,20
4,42739,17,6082
4,42739,6082,17
3,42652,18,6169
3,42652,6169,18
3,42191,18,6630
3,42191,6630,18
1,41241,20,7580
1,41241,7580,20
3,40983,18,7838
3,40983,7838,18
4,40800,17,8021
4,40800,8021,17
3,39143,18,9678
3,39143,9678,18
4,37947,17,10874
4,37947,10874,17
11,37311,10,11510
11,37311,11510,10
3,37142,18,11679
3,37142,11679,18
7,36618,14,12203
7,36618,12203,14
7,36618,14,12203
7,36618,12203,14
1,36611,20,12210
1,36611,12210,20
6,36616,15,12205
6,36616,12205,15
4,36478,17,12343
4,36478,12343,17
9,36395,12,12426
9,36395,12426,12
5,36243,16,12578
5,36243,12578,16
3,35532,18,13289
3,35532,13289,18
8,33045,13,15776
8,33045,15776,13
6,32710,15,16111
6,32710,16111,15
8,32637,13,16184
8,32637,16184,13
7,29112,14,19709
7,29112,19709,14
10,26452,11,22369
10,26452,22369,11
9,24110,12,24711
9,24110,24711,12
16,20344,5,28477
16,20344,28477,5
13,16184,8,32637
13,16184,32637,8
17,14932,4,33889
17,14932,33889,4
20,7079,1,41742
20,7079,41742,1
20,3336,1,45485
20,3336,45485,1
21,2247,0,46574
21,2247,46574,0
1,48527,20,294
1,48527,294,20
1,48194,20,627
1,48194,627,20
2,47868,19,953
2,47868,953,19
1,47629,20,1192
1,47629,1192,20
8,47339,13,1482
8,47339,1482,13
1,47304,20,1517
1,47304,1517,20
1,47303,20,1518
1,47303,1518,20
2,47222,19,1599
2,47222,1599,19
2,46751,19,2070
2,46751,2070,19
1,46528,20,2293
1,46528,2293,20
3,46493,18,2328
3,46493,2328,18
1,46467,20,2354
1,46467,2354,20
2,45801,19,3020
2,45801,3020,19
2,44977,19,3844
2,44977,3844,19
1,44137,20,4684
1,44137,4684,20
1,44067,20,4754
1,44067,4754,20
2,43900,19,4921
2,43900,4921,19
2,43698,19,5123
2,43698,5123,19
1,43318,20,5503
1,43318,5503,20
3,43213,18,5608
3,43213,5608,18
9,42917,12,5904
9,42917,5904,12
1,42736,20,6085
1,42736,6085,20
1,42710,20,6111
1,42710,6111,20
8,41248,13,7573
8,41248,7573,13
5,39145,16,9676
5,39145,9676,16
3,37946,18,10875
3,37946,10875,18
12,37312,9,11509
12,37312,11509,9
1,37140,20,11681
1,37140,11681,20
5,36616,16,12205
5,36616,12205,16
9,36620,12,12201
9,36620,12201,12
3,36613,18,12208
3,36613,12208,18
4,36614,17,12207
4,36614,12207,17
2,36476,19,12345
2,36476,12345,19
5,36391,16,12430
5,36391,12430,16
6,35535,15,13286
6,35535,13286,15
14,33051,7,15770
14,33051,15770,7
6,32710,15,16111
6,32710,16111,15
7,32636,14,16185
7,32636,16185,14
8,29113,13,19708
8,29113,19708,13
13,26455,8,22366
13,26455,22366,8
14,24115,7,24706
14,24115,24706,7
6,20334,15,28487
6,20334,28487,15
14,16185,7,32636
14,16185,32636,7
19,7078,2,41743
19,7078,41743,2
20,5009,1,43812
20,5009,43812,1
20,3336,1,45485
20,3336,45485,1
20,2246,1,46575
20,2246,46575,1
2,48065,21,754
2,48065,754,21
1,48061,22,758
1,48061,758,22
1,47314,22,1505
1,47314,1505,22
1,47302,22,1517
1,47302,1517,22
3,47303,20,1516
3,47303,1516,20
1,47290,22,1529
1,47290,1529,22
1,47219,22,1600
1,47219,1600,22
1,47008,22,1811
1,47008,1811,22
1,46839,22,1980
1,46839,1980,22
1,46759,22,2060
1,46759,2060,22
3,46750,20,2069
3,46750,2069,20
1,46489,22,2330
1,46489,2330,22
1,46465,22,2354
1,46465,2354,22
1,46021,22,2798
1,46021,2798,22
1,46011,22,2808
1,46011,2808,22
1,45798,22,3021
1,45798,3021,22
1,45684,22,3135
1,45684,3135,22
1,44974,22,3845
1,44974,3845,22
1,44958,22,3861
1,44958,3861,22
8,44142,15,4677
8,44142,4677,15
3,44067,20,4752
3,44067,4752,20
4,43900,19,4919
4,43900,4919,19
3,43697,20,5122
3,43697,5122,20
2,43317,21,5502
2,43317,5502,21
3,43211,20,5608
3,43211,5608,20
2,42908,21,5911
2,42908,5911,21
4,42737,19,6082
4,42737,6082,19
2,42709,21,6110
2,42709,6110,21
2,42649,21,6170
2,42649,6170,21
5,42191,18,6628
5,42191,6628,18
2,41240,21,7579
2,41240,7579,21
5,40799,18,8020
5,40799,8020,18
5,39143,18,9676
5,39143,9676,18
9,37950,14,10869
9,37950,10869,14
6,37304,17,11515
6,37304,11515,17
4,37141,19,11678
4,37141,11678,19
6,36615,17,12204
6,36615,12204,17
3,36612,20,12207
3,36612,12207,20
7,36615,16,12204
7,36615,12204,16
7,36615,16,12204
7,36615,12204,16
6,36478,17,12341
6,36478,12341,17
8,36392,15,12427
8,36392,12427,15
12,36248,11,12571
12,36248,12571,11
7,35534,16,13285
7,35534,13285,16
4,33039,19,15780
4,33039,15780,19
11,32713,12,16106
11,32713,16106,12
9,32636,14,16183
9,32636,16183,14
4,29107,19,19712
4,29107,19712,19
5,26445,18,22374
5,26445,22374,18
14,24113,9,24706
14,24113,24706,9
13,20339,10,28480
13,20339,28480,10
14,16183,9,32636
14,16183,32636,9
19,14932,4,33887
19,14932,33887,4
12,7069,11,41750
12,7069,41750,11
23,3337,0,45482
23,3337,45482,0
22,2246,1,46573
22,2246,46573,1
1,48737,22,82
1,48737,82,22
3,48313,20,506
3,48313,506,20
2,48193,21,626
2,48193,626,21
1,48061,22,758
1,48061,758,22
1,47986,22,833
1,47986,833,22
1,47865,22,954
1,47865,954,22
1,47388,22,1431
1,47388,1431,22
1,47314,22,1505
1,47314,1505,22
23,47323,0,1496
23,47323,1496,0
1,47219,22,1600
1,47219,1600,22
1,47008,22,1811
1,47008,1811,22
2,46760,21,2059
2,46760,2059,21
4,46492,19,2327
4,46492,2327,19
2,46022,21,2797
2,46022,2797,21
2,46012,21,2807
2,46012,2807,21
8,45805,15,3014
8,45805,3014,15
1,45684,22,3135
1,45684,3135,22
2,44066,21,4753
2,44066,4753,21
1,43897,22,4922
1,43897,4922,22
2,43696,21,5123
2,43696,5123,21
2,43317,21,5502
2,43317,5502,21
4,43212,19,5607
4,43212,5607,19
1,42907,22,5912
1,42907,5912,22
1,42734,22,6085
1,42734,6085,22
5,42712,18,6107
5,42712,6107,18
3,41241,20,7578
3,41241,7578,20
2,40980,21,7839
2,40980,7839,21
3,40797,20,8022
3,40797,8022,20
1,39139,22,9680
1,39139,9680,22
4,37945,19,10874
4,37945,10874,19
5,37303,18,11516
5,37303,11516,18
8,37145,15,11674
8,37145,11674,15
1,36610,22,12209
1,36610,12209,22
3,36612,20,12207
3,36612,12207,20
11,36619,12,12200
11,36619,12200,12
8,36616,15,12203
8,36616,12203,15
3,36475,20,12344
3,36475,12344,20
5,36389,18,12430
5,36389,12430,18
4,36240,19,12579
4,36240,12579,19
7,35534,16,13285
7,35534,13285,16
6,33041,17,15778
6,33041,15778,17
8,32710,15,16109
8,32710,16109,15
9,32636,14,16183
9,32636,16183,14
9,29112,14,19707
9,29112,19707,14
13,26453,10,22366
13,26453,22366,10
16,24115,7,24704
16,24115,24704,7
19,20345,4,28474
19,20345,28474,4
14,16183,9,32636
14,16183,32636,9
19,14932,4,33887
19,14932,33887,4
23,3337,0,45482
23,3337,45482,0
22,2246,1,46573
22,2246,46573,1
1,48578,22,241
1,48578,241,22
1,48311,22,508
1,48311,508,22
1,48064,22,755
1,48064,755,22
1,47865,22,954
1,47865,954,22
1,47431,22,1388
1,47431,1388,22
1,47330,22,1489
1,47330,1489,22
1,47302,22,1517
1,47302,1517,22
2,47220,21,1599
2,47220,1599,21
1,47125,22,1694
1,47125,1694,22
1,46759,22,2060
1,46759,2060,22
4,46529,19,2290
4,46529,2290,19
1,46489,22,2330
1,46489,2330,22
1,46465,22,2354
1,46465,2354,22
3,45800,20,3019
3,45800,3019,20
1,45684,22,3135
1,45684,3135,22
2,44975,21,3844
2,44975,3844,21
4,44961,19,3858
4,44961,3858,19
5,43901,18,4918
5,43901,4918,18
1,43695,22,5124
1,43695,5124,22
1,43209,22,5610
1,43209,5610,22
4,42910,19,5909
4,42910,5909,19
8,42741,15,6078
8,42741,6078,15
3,42710,20,6109
3,42710,6109,20
2,42188,21,6631
2,42188,6631,21
3,41241,20,7578
3,41241,7578,20
6,40984,17,7835
6,40984,7835,17
4,40798,19,8021
4,40798,8021,19
6,39144,17,9675
6,39144,9675,17
3,37944,20,10875
3,37944,10875,20
8,37306,15,11513
8,37306,11513,15
6,37143,17,11676
6,37143,11676,17
7,36616,16,12203
7,36616,12203,16
10,36619,13,12200
10,36619,12200,13
5,36613,18,12206
5,36613,12206,18
1,36609,22,12210
1,36609,12210,22
5,36477,18,12342
5,36477,12342,18
5,36389,18,12430
5,36389,12430,18
4,36240,19,12579
4,36240,12579,19
4,35531,19,13288
4,35531,13288,19
9,33044,14,15775
9,33044,15775,14
5,32707,18,16112
5,32707,16112,18
5,32632,18,16187
5,32632,16187,18
14,29117,9,19702
14,29117,19702,9
15,26455,8,22364
15,26455,22364,8
10,24109,13,24710
10,24109,24710,13
13,20339,10,28480
13,20339,28480,10
18,16187,5,32632
18,16187,32632,5
17,14930,6,33889
17,14930,33889,6
23,7080,0,41739
23,7080,41739,0
19,3333,4,45486
19,3333,45486,4
23,2247,0,46572
23,2247,46572,0
1,48521,26,294
1,48521,294,26
1,48410,26,405
1,48410,405,26
1,48307,26,508
1,48307,508,26
1,48159,26,656
1,48159,656,26
3,48062,24,753
3,48062,753,24
1,47861,26,954
1,47861,954,26
1,47833,26,982
1,47833,982,26
1,47623,26,1192
1,47623,1192,26
1,47384,26,1431
1,47384,1431,26
2,47371,25,1444
2,47371,1444,25
2,47311,25,1504
2,47311,1504,25
4,47300,23,1515
4,47300,1515,23
1,47286,26,1529
1,47286,1529,26
1,47215,26,1600
1,47215,1600,26
2,47122,25,1693
2,47122,1693,25
1,47004,26,1811
1,47004,1811,26
1,46835,26,1980
1,46835,1980,26
1,46522,26,2293
1,46522,2293,26
3,46487,24,2328
3,46487,2328,24
1,46461,26,2354
1,46461,2354,26
3,46161,24,2654
3,46161,2654,24
1,46017,26,2798
1,46017,2798,26
1,46007,26,2808
1,46007,2808,26
4,45797,23,3018
4,45797,3018,23
2,45681,25,3134
2,45681,3134,25
1,44954,26,3861
1,44954,3861,26
21,44151,6,4664
21,44151,4664,6
2,44062,25,4753
2,44062,4753,25
6,43898,21,4917
6,43898,4917,21
4,43694,23,5121
4,43694,5121,23
1,43312,26,5503
1,43312,5503,26
6,43210,21,5605
6,43210,5605,21
4,42906,23,5909
4,42906,5909,23
1,42730,26,6085
1,42730,6085,26
2,42705,25,6110
2,42705,6110,25
2,42645,25,6170
2,42645,6170,25
2,42184,25,6631
2,42184,6631,25
1,41235,26,7580
1,41235,7580,26
2,40976,25,7839
2,40976,7839,25
4,39138,23,9677
4,39138,9677,23
7,37944,20,10871
7,37944,10871,20
5,37299,22,11516
5,37299,11516,22
7,37140,20,11675
7,37140,11675,20
7,36612,20,12203
7,36612,12203,20
12,36617,15,12198
12,36617,12198,15
6,36610,21,12205
6,36610,12205,21
2,36606,25,12209
2,36606,12209,25
11,36479,16,12336
11,36479,12336,16
8,36388,19,12427
8,36388,12427,19
6,36238,21,12577
6,36238,12577,21
4,35527,23,13288
4,35527,13288,23
9,33040,18,15775
9,33040,15775,18
10,32708,17,16107
10,32708,16107,17
14,32637,13,16178
14,32637,16178,13
11,29110,16,19705
11,29110,19705,16
14,26450,13,22365
14,26450,22365,13
17,24112,10,24703
17,24112,24703,10
17,20339,10,28476
17,20339,28476,10
13,16178,14,32637
13,16178,32637,14
19,14928,8,33887
19,14928,33887,8
1,7054,26,41761
1,7054,41761,26
26,3336,1,45479
26,3336,45479,1
25,2245,2,46570
25,2245,46570,2
1,48732,27,82
1,48732,82,27
1,48568,27,246
1,48568,246,27
1,48187,27,627
1,48187,627,27
1,48158,27,656
1,48158,656,27
1,48056,27,758
1,48056,758,27
1,48016,27,798
1,48016,798,27
1,47860,27,954
1,47860,954,27
2,47623,26,1191
2,47623,1191,26
1,47383,27,1431
1,47383,1431,27
1,47325,27,1489
1,47325,1489,27
5,47313,23,1501
5,47313,1501,23
1,47297,27,1517
1,47297,1517,27
24,47319,4,1495
24,47319,1495,4
1,46834,27,1980
1,46834,1980,27
2,46755,26,2059
2,46755,2059,26
1,46521,27,2293
1,46521,2293,27
1,46484,27,2330
1,46484,2330,27
1,46460,27,2354
1,46460,2354,27
2,46017,26,2797
2,46017,2797,26
2,46007,26,2807
2,46007,2807,26
5,45797,23,3017
5,45797,3017,23
2,44970,26,3844
2,44970,3844,26
2,44954,26,3860
2,44954,3860,26
2,44131,26,4683
2,44131,4683,26
1,43892,27,4922
1,43892,4922,27
2,43691,26,5123
2,43691,5123,26
4,43314,24,5500
4,43314,5500,24
1,42729,27,6085
1,42729,6085,27
9,42711,19,6103
9,42711,6103,19
4,42646,24,6168
4,42646,6168,24
1,42182,27,6632
1,42182,6632,27
2,41235,26,7579
2,41235,7579,26
7,40980,21,7834
7,40980,7834,21
5,40794,23,8020
5,40794,8020,23
2,39135,26,9679
2,39135,9679,26
8,37944,20,10870
8,37944,10870,20
4,37297,24,11517
4,37297,11517,24
10,37142,18,11672
10,37142,11672,18
3,36607,25,12207
3,36607,12207,25
5,36609,23,12205
5,36609,12205,23
12,36615,16,12199
12,36615,12199,16
8,36611,20,12203
8,36611,12203,20
6,36473,22,12341
6,36473,12341,22
7,36386,21,12428
7,36386,12428,21
7,36238,21,12576
7,36238,12576,21
8,35530,20,13284
8,35530,13284,20
9,33039,19,15775
9,33039,15775,19
9,32706,19,16108
9,32706,16108,19
6,32628,22,16186
6,32628,16186,22
11,29109,17,19705
11,29109,19705,17
16,26451,12,22363
16,26451,22363,12
12,24106,16,24708
12,24106,24708,16
26,20347,2,28467
26,20347,28467,2
22,16186,6,32628
22,16186,32628,6
22,14930,6,33884
22,14930,33884,6
2,7054,26,41760
2,7054,41760,26
26,3335,2,45479
26,3335,45479,2
25,2244,3,46570
25,2244,46570,3
1,48571,29,241
1,48571,241,29
1,48566,29,246
1,48566,246,29
1,48219,29,593
1,48219,593,29
2,48186,28,626
2,48186,626,28
1,48156,29,656
1,48156,656,29
1,48054,29,758
1,48054,758,29
1,47979,29,833
1,47979,833,29
1,47830,29,982
1,47830,982,29
1,47323,29,1489
1,47323,1489,29
2,47308,28,1504
2,47308,1504,28
2,47296,28,1516
2,47296,1516,28
25,47318,5,1494
25,47318,1494,5
3,47214,27,1598
3,47214,1598,27
4,47121,26,1691
4,47121,1691,26
1,46832,29,1980
1,46832,1980,29
2,46753,28,2059
2,46753,2059,28
1,46519,29,2293
1,46519,2293,29
2,46483,28,2329
2,46483,2329,28
1,46458,29,2354
1,46458,2354,29
2,46157,28,2655
2,46157,2655,28
1,46014,29,2798
1,46014,2798,29
1,46004,29,2808
1,46004,2808,29
1,45791,29,3021
1,45791,3021,29
1,45677,29,3135
1,45677,3135,29
2,44968,28,3844
2,44968,3844,28
3,44953,27,3859
3,44953,3859,27
1,44128,29,4684
1,44128,4684,29
3,44060,27,4752
3,44060,4752,27
8,43897,22,4915
8,43897,4915,22
5,43692,25,5120
5,43692,5120,25
1,43309,29,5503
1,43309,5503,29
3,43204,27,5608
3,43204,5608,27
3,42902,27,5910
3,42902,5910,27
6,42732,24,6080
6,42732,6080,24
2,42702,28,6110
2,42702,6110,28
4,42644,26,6168
4,42644,6168,26
3,42182,27,6630
3,42182,6630,27
3,41234,27,7578
3,41234,7578,27
3,40974,27,7838
3,40974,7838,27
6,40793,24,8019
6,40793,8019,24
10,39141,20,9671
10,39141,9671,20
3,37937,27,10875
3,37937,10875,27
5,37296,25,11516
5,37296,11516,25
9,37139,21,11673
9,37139,11673,21
10,36612,20,12200
10,36612,12200,20
12,36614,18,12198
12,36614,12198,18
5,36606,25,12206
5,36606,12206,25
3,36604,27,12208
3,36604,12208,27
10,36475,20,12337
10,36475,12337,20
10,36387,20,12425
10,36387,12425,20
8,36237,22,12575
8,36237,12575,22
6,35526,24,13286
6,35526,13286,24
10,33038,20,15774
10,33038,15774,20
10,32705,20,16107
10,32705,16107,20
14,32634,16,16178
14,32634,16178,16
10,29106,20,19706
10,29106,19706,20
13,26446,17,22366
13,26446,22366,17
15,24107,15,24705
15,24107,24705,15
14,20333,16,28479
14,20333,28479,16
16,16178,14,32634
16,16178,32634,14
20,14926,10,33886
20,14926,33886,10
4,7054,26,41758
4,7054,41758,26
29,3336,1,45476
29,3336,45476,1
29,2246,1,46566
29,2246,46566,1
1,48730,29,82
1,48730,82,29
1,48518,29,294
1,48518,294,29
1,48343,29,469
1,48343,469,29
1,48304,29,508
1,48304,508,29
2,48220,28,592
2,48220,592,28
2,48058,28,754
2,48058,754,28
1,48054,29,758
1,48054,758,29
1,48014,29,798
1,48014,798,29
1,47858,29,954
1,47858,954,29
1,47830,29,982
1,47830,982,29
2,47621,28,1191
2,47621,1191,28
1,47367,29,1445
1,47367,1445,29
1,47323,29,1489
1,47323,1489,29
3,47309,27,1503
3,47309,1503,27
25,47318,5,1494
25,47318,1494,5
1,47283,29,1529
1,47283,1529,29
2,47213,28,1599
2,47213,1599,28
1,47118,29,1694
1,47118,1694,29
1,47001,29,1811
1,47001,1811,29
2,46833,28,1979
2,46833,1979,28
1,46752,29,2060
1,46752,2060,29
7,46488,23,2324
7,46488,2324,23
5,46160,25,2652
5,46160,2652,25
2,46015,28,2797
2,46015,2797,28
2,46005,28,2807
2,46005,2807,28
2,45792,28,3020
2,45792,3020,28
1,45677,29,3135
1,45677,3135,29
2,44968,28,3844
2,44968,3844,28
6,44063,24,4749
6,44063,4749,24
2,43891,28,4921
2,43891,4921,28
1,43688,29,5124
1,43688,5124,29
2,43310,28,5502
2,43310,5502,28
4,43205,26,5607
4,43205,5607,26
4,42730,26,6082
4,42730,6082,26
5,42705,25,6107
5,42705,6107,25
6,42646,24,6166
6,42646,6166,24
6,40977,24,7835
6,40977,7835,24
6,40793,24,8019
6,40793,8019,24
3,39134,27,9678
3,39134,9678,27
1,37935,29,10877
1,37935,10877,29
2,37293,28,11519
2,37293,11519,28
14,37144,16,11668
14,37144,11668,16
3,36605,27,12207
3,36605,12207,27
16,36618,14,12194
16,36618,12194,14
10,36611,20,12201
10,36611,12201,20
1,36602,29,12210
1,36602,12210,29
5,36470,25,12342
5,36470,12342,25
8,36385,22,12427
8,36385,12427,22
7,36236,23,12576
7,36236,12576,23
9,35529,21,13283
9,35529,13283,21
7,33035,23,15777
7,33035,15777,23
10,32705,20,16107
10,32705,16107,20
11,32631,19,16181
11,32631,16181,19
12,29108,18,19704
12,29108,19704,18
19,26452,11,22360
19,26452,22360,11
14,24106,16,24706
14,24106,24706,16
21,20340,9,28472
21,20340,28472,9
19,16181,11,32631
19,16181,32631,11
24,14930,6,33882
24,14930,33882,6
4,7054,26,41758
4,7054,41758,26
29,3336,1,45476
29,3336,45476,1
26,2243,4,46569
26,2243,46569,4
2,48179,35,626
2,48179,626,35
1,48050,36,755
1,48050,755,36
1,48047,36,758
1,48047,758,36
2,47852,35,953
2,47852,953,35
1,47613,36,1192
1,47613,1192,36
1,47316,36,1489
1,47316,1489,36
2,47301,35,1504
2,47301,1504,35
