0,47975,857,10
0,47881,951,10
1,47878,954,9
0,47849,983,10
2,47445,1387,8
0,47400,1432,10
0,47386,1446,10
0,47342,1490,10
1,47327,1505,9
0,47314,1518,10
0,47313,1519,10
0,47302,1530,10
0,47231,1601,10
0,47137,1695,10
3,47023,1809,7
0,46959,1873,10
0,46851,1981,10
0,46771,2061,10
0,46760,2072,10
0,46538,2294,10
1,46502,2330,9
0,46477,2355,10
2,46262,2570,8
0,46175,2657,10
0,46033,2799,10
10,46033,2799,0
0,45810,3022,10
0,45696,3136,10
0,44986,3846,10
0,44970,3862,10
3,44150,4682,7
0,43909,4923,10
0,43707,5125,10
0,43622,5210,10
0,43328,5504,10
0,43221,5611,10
2,43059,5773,8
0,42746,6086,10
0,42720,6112,10
0,42660,6172,10
1,42200,6632,9
7,41258,7574,3
0,40991,7841,10
0,40807,8025,10
2,37956,10876,8
0,37311,11521,10
1,37151,11681,9
5,36627,12205,5
3,36625,12207,7
0,36621,12211,10
2,36623,12209,8
0,36485,12347,10
3,36400,12432,7
1,36250,12582,9
9,35549,13283,1
2,33050,15782,8
7,32722,16110,3
3,32643,16189,7
0,29116,19716,10
1,26454,22378,9
7,24119,24713,3
7,16189,32643,3
0,14926,33906,10
6,13553,35279,4
7,7077,41755,3
10,5010,43822,0
10,3337,45495,0
10,2239,46593,0
0,48768,59,15
0,48762,65,15
0,48760,67,15
0,48752,75,15
0,48744,83,15
0,48742,85,15
0,48741,86,15
0,48740,87,15
0,48739,88,15
0,48735,92,15
0,48724,103,15
0,48722,105,15
0,48721,106,15
0,48712,115,15
0,48705,122,15
0,48700,127,15
0,48689,138,15
0,48676,151,15
0,48672,155,15
0,48645,182,15
0,48643,184,15
0,48621,206,15
0,48585,242,15
0,48583,244,15
0,48580,247,15
0,48532,295,15
0,48493,334,15
0,48421,406,15
1,48358,469,14
0,48318,509,15
0,48233,594,15
0,48199,628,15
1,48171,656,14
0,48071,756,15
0,48028,799,15
1,47994,833,14
1,47971,856,14
0,47876,951,15
0,47872,955,15
0,47844,983,15
0,47438,1389,15
15,47410,1417,0
0,47381,1446,15
0,47337,1490,15
2,47323,1504,13
0,47309,1518,15
0,47308,1519,15
0,47297,1530,15
0,47226,1601,15
0,47132,1695,15
0,47015,1812,15
1,46955,1872,14
0,46846,1981,15
1,46767,2060,14
0,46755,2072,15
1,46534,2293,14
0,46496,2331,15
0,46472,2355,15
1,46256,2571,14
2,46172,2655,13
0,46028,2799,15
0,46018,2809,15
0,45805,3022,15
0,45691,3136,15
4,44985,3842,11
0,44965,3862,15
1,44143,4684,14
0,43904,4923,15
0,43702,5125,15
1,43618,5209,14
0,43323,5504,15
0,43216,5611,15
0,43052,5775,15
0,42741,6086,15
0,42715,6112,15
0,42655,6172,15
0,42194,6633,15
2,41248,7579,13
1,40987,7840,14
1,40803,8024,14
4,37953,10874,11
1,37307,11520,14
4,37149,11678,11
4,36621,12206,11
5,36622,12205,10
1,36617,12210,14
5,36621,12206,10
3,36483,12344,12
2,36394,12433,13
5,36249,12578,10
7,35542,13285,8
5,33048,15779,10
8,32718,16109,7
0,32635,16192,15
6,29117,19710,9
7,26455,22372,8
8,24115,24712,7
15,16192,32635,0
0,14921,33906,15
13,13555,35272,2
13,7078,41749,2
14,5009,43818,1
14,3336,45491,1
14,2238,46589,1
0,48764,59,19
0,48758,65,19
0,48756,67,19
0,48748,75,19
0,48740,83,19
0,48738,85,19
0,48737,86,19
0,48736,87,19
0,48735,88,19
0,48731,92,19
0,48720,103,19
0,48718,105,19
0,48717,106,19
0,48708,115,19
0,48701,122,19
0,48696,127,19
0,48685,138,19
0,48672,151,19
0,48668,155,19
0,48641,182,19
0,48639,184,19
0,48617,206,19
1,48582,241,18
0,48579,244,19
0,48576,247,19
0,48528,295,19
0,48489,334,19
0,48417,406,19
0,48353,470,19
1,48315,508,18
0,48229,594,19
1,48196,627,18
0,48166,657,19
0,48067,756,19
0,48024,799,19
1,47990,833,18
0,47966,857,19
0,47872,951,19
0,47868,955,19
0,47840,983,19
0,47434,1389,19
0,47391,1432,19
1,47378,1445,18
0,47333,1490,19
1,47318,1505,18
2,47307,1516,17
0,47304,1519,19
0,47293,1530,19
1,47223,1600,18
1,47129,1694,18
0,47011,1812,19
1,46951,1872,18
0,46842,1981,19
1,46763,2060,18
0,46751,2072,19
1,46530,2293,18
1,46493,2330,18
1,46469,2354,18
2,46253,2570,17
2,46168,2655,17
1,46025,2798,18
1,46015,2808,18
0,45801,3022,19
0,45687,3136,19
3,44980,3843,16
6,44967,3856,13
0,44138,4685,19
1,43901,4922,18
0,43698,5125,19
2,43615,5208,17
0,43319,5504,19
1,43213,5610,18
4,43052,5771,15
4,42741,6082,15
5,42716,6107,14
4,42655,6168,15
2,42192,6631,17
0,41242,7581,19
3,40985,7838,16
5,40803,8020,14
2,37947,10876,17
12,37314,11509,7
1,37142,11681,18
9,36622,12201,10
5,36618,12205,14
1,36613,12210,18
4,36616,12207,15
2,36478,12345,17
3,36391,12432,16
9,36249,12574,10
4,35535,13288,15
6,33045,15778,13
5,32711,16112,14
7,32638,16185,12
8,29115,19708,11
9,26453,22370,10
10,24113,24710,9
12,16185,32638,7
11,14928,33895,8
11,13549,35274,8
19,7080,41743,0
0,4991,43832,19
18,3336,45487,1
18,2238,46585,1
0,48763,59,20
0,48757,65,20
0,48755,67,20
0,48747,75,20
0,48739,83,20
0,48737,85,20
0,48736,86,20
0,48735,87,20
0,48734,88,20
0,48730,92,20
0,48719,103,20
0,48717,105,20
0,48716,106,20
0,48707,115,20
0,48700,122,20
0,48695,127,20
0,48684,138,20
0,48671,151,20
0,48667,155,20
0,48640,182,20
0,48638,184,20
0,48616,206,20
1,48581,241,19
0,48578,244,20
1,48576,246,19
0,48527,295,20
0,48488,334,20
1,48417,405,19
0,48352,470,20
3,48316,506,17
0,48228,594,20
2,48196,626,18
0,48165,657,20
0,48066,756,20
0,48023,799,20
1,47989,833,19
0,47965,857,20
0,47871,951,20
0,47867,955,20
1,47840,982,19
1,47434,1388,19
0,47390,1432,20
0,47376,1446,20
0,47332,1490,20
3,47319,1503,17
0,47304,1518,20
0,47303,1519,20
3,47295,1527,17
0,47221,1601,20
2,47129,1693,18
2,47012,1810,18
2,46951,1871,18
2,46843,1979,18
0,46761,2061,20
2,46752,2070,18
0,46528,2294,20
3,46494,2328,17
0,46467,2355,20
1,46251,2571,19
0,46165,2657,20
1,46024,2798,19
1,46014,2808,19
2,45802,3020,18
1,45687,3135,19
1,44977,3845,19
1,44961,3861,19
3,44140,4682,17
2,43901,4921,18
8,43705,5117,12
1,43613,5209,19
3,43321,5501,17
2,43213,5609,18
5,43052,5770,15
1,42737,6085,19
3,42713,6109,17
2,42652,6170,18
5,42194,6628,15
1,41242,7580,19
1,40982,7840,19
2,40799,8023,18
5,37949,10873,15
2,37303,11519,18
6,37146,11676,14
4,36616,12206,16
2,36614,12208,18
1,36612,12210,19
13,36624,12198,7
5,36480,12342,15
6,36393,12429,14
4,36243,12579,16
7,35537,13285,13
5,33043,15779,15
6,32711,16111,14
11,32641,16181,9
1,29107,19715,19
4,26447,22375,16
12,24114,24708,8
9,16181,32641,11
13,14929,33893,7
13,13550,35272,7
16,7076,41746,4
0,4990,43832,20
20,3337,45485,0
18,2237,46585,2
0,48762,59,21
0,48756,65,21
0,48754,67,21
0,48746,75,21
0,48738,83,21
0,48736,85,21
0,48735,86,21
0,48734,87,21
0,48733,88,21
0,48729,92,21
0,48718,103,21
0,48716,105,21
0,48715,106,21
0,48706,115,21
0,48699,122,21
0,48694,127,21
0,48683,138,21
0,48670,151,21
0,48666,155,21
0,48639,182,21
0,48637,184,21
0,48615,206,21
0,48579,242,21
0,48577,244,21
0,48574,247,21
0,48526,295,21
0,48487,334,21
0,48415,406,21
0,48351,470,21
1,48313,508,20
0,48227,594,21
0,48193,628,21
0,48164,657,21
0,48065,756,21
0,48022,799,21
0,47987,834,21
0,47964,857,21
0,47870,951,21
0,47866,955,21
2,47840,981,19
0,47432,1389,21
0,47389,1432,21
0,47375,1446,21
0,47331,1490,21
1,47316,1505,20
0,47303,1518,21
0,47302,1519,21
2,47293,1528,19
1,47221,1600,20
0,47126,1695,21
1,47010,1811,20
0,46948,1873,21
1,46841,1980,20
0,46760,2061,21
0,46749,2072,21
1,46528,2293,20
3,46493,2328,18
0,46466,2355,21
0,46249,2572,21
2,46166,2655,19
1,46023,2798,20
1,46013,2808,20
2,45801,3020,19
0,45685,3136,21
0,44975,3846,21
2,44961,3860,19
1,44137,4684,20
5,43903,4918,16
4,43700,5121,17
3,43614,5207,18
1,43318,5503,20
3,43213,5608,18
1,43047,5774,20
4,42739,6082,17
0,42709,6112,21
3,42652,6169,18
3,42191,6630,18
1,41241,7580,20
3,40983,7838,18
4,40800,8021,17
4,37947,10874,17
11,37311,11510,10
3,37142,11679,18
7,36618,12203,14
7,36618,12203,14
6,36616,12205,15
1,36611,12210,20
4,36478,12343,17
9,36395,12426,12
5,36243,12578,16
3,35532,13289,18
8,33045,15776,13
6,32710,16111,15
8,32637,16184,13
7,29112,19709,14
10,26452,22369,11
9,24110,24711,12
13,16184,32637,8
17,14932,33889,4
17,13553,35268,4
20,7079,41742,1
0,4989,43832,21
20,3336,45485,1
21,2239,46582,0
0,48762,59,21
0,48756,65,21
0,48754,67,21
0,48746,75,21
0,48738,83,21
0,48736,85,21
0,48735,86,21
0,48734,87,21
0,48733,88,21
0,48729,92,21
0,48718,103,21
0,48716,105,21
0,48715,106,21
0,48706,115,21
0,48699,122,21
0,48694,127,21
0,48683,138,21
0,48670,151,21
0,48666,155,21
0,48639,182,21
0,48637,184,21
0,48615,206,21
0,48579,242,21
0,48577,244,21
0,48574,247,21
1,48527,294,20
0,48487,334,21
0,48415,406,21
0,48351,470,21
0,48312,509,21
0,48227,594,21
1,48194,627,20
0,48164,657,21
0,48065,756,21
0,48022,799,21
0,47987,834,21
0,47964,857,21
0,47870,951,21
2,47868,953,19
0,47838,983,21
0,47432,1389,21
0,47389,1432,21
0,47375,1446,21
8,47339,1482,13
0,47315,1506,21
1,47304,1517,20
1,47303,1518,20
0,47291,1530,21
2,47222,1599,19
0,47126,1695,21
0,47009,1812,21
1,46949,1872,20
0,46840,1981,21
0,46760,2061,21
2,46751,2070,19
1,46528,2293,20
3,46493,2328,18
1,46467,2354,20
4,46253,2568,17
0,46164,2657,21
0,46022,2799,21
0,46012,2809,21
2,45801,3020,19
0,45685,3136,21
2,44977,3844,19
0,44959,3862,21
1,44137,4684,20
2,43900,4921,19
2,43698,5123,19
3,43614,5207,18
1,43318,5503,20
3,43213,5608,18
6,43052,5769,15
1,42736,6085,20
1,42710,6111,20
0,42649,6172,21
0,42188,6633,21
8,41248,7573,13
0,40980,7841,21
0,40796,8025,21
3,37946,10875,18
12,37312,11509,9
1,37140,11681,20
9,36620,12201,12
5,36616,12205,16
4,36614,12207,17
3,36613,12208,18
2,36476,12345,19
5,36391,12430,16
0,36238,12583,21
6,35535,13286,15
14,33051,15770,7
6,32710,16111,15
7,32636,16185,14
8,29113,19708,13
13,26455,22366,8
14,24115,24706,7
14,16185,32636,7
0,14915,33906,21
8,13544,35277,13
19,7078,41743,2
20,5009,43812,1
20,3336,45485,1
20,2238,46583,1
0,48760,59,23
0,48754,65,23
0,48752,67,23
0,48744,75,23
1,48737,82,22
0,48734,85,23
0,48733,86,23
0,48732,87,23
0,48731,88,23
0,48727,92,23
0,48716,103,23
0,48714,105,23
0,48713,106,23
0,48704,115,23
0,48697,122,23
0,48692,127,23
0,48681,138,23
0,48668,151,23
0,48664,155,23
0,48637,182,23
0,48635,184,23
0,48613,206,23
0,48577,242,23
0,48575,244,23
0,48572,247,23
0,48524,295,23
0,48485,334,23
0,48413,406,23
0,48349,470,23
3,48313,506,20
0,48225,594,23
2,48193,626,21
0,48162,657,23
0,48063,756,23
0,48020,799,23
1,47986,833,22
0,47962,857,23
0,47868,951,23
1,47865,954,22
0,47836,983,23
0,47430,1389,23
1,47388,1431,22
0,47373,1446,23
0,47329,1490,23
1,47314,1505,22
0,47301,1518,23
23,47323,1496,0
0,47289,1530,23
1,47219,1600,22
0,47124,1695,23
1,47008,1811,22
1,46947,1872,22
0,46838,1981,23
2,46760,2059,21
0,46747,2072,23
0,46525,2294,23
4,46492,2327,19
0,46464,2355,23
0,46247,2572,23
0,46162,2657,23
2,46022,2797,21
2,46012,2807,21
8,45805,3014,15
1,45684,3135,22
0,44973,3846,23
0,44957,3862,23
0,44134,4685,23
1,43897,4922,22
2,43696,5123,21
0,43609,5210,23
2,43317,5502,21
4,43212,5607,19
2,43046,5773,21
1,42734,6085,22
5,42712,6107,18
0,42647,6172,23
0,42186,6633,23
3,41241,7578,20
2,40980,7839,21
3,40797,8022,20
4,37945,10874,19
5,37303,11516,18
8,37145,11674,15
3,36612,12207,20
1,36610,12209,22
8,36616,12203,15
11,36619,12200,12
3,36475,12344,20
5,36389,12430,18
4,36240,12579,19
7,35534,13285,16
6,33041,15778,17
8,32710,16109,15
9,32636,16183,14
9,29112,19707,14
13,26453,22366,10
16,24115,24704,7
14,16183,32636,9
19,14932,33887,4
21,13555,35264,2
0,7057,41762,23
0,4987,43832,23
23,3337,45482,0
22,2238,46581,1
0,48760,59,23
0,48754,65,23
0,48752,67,23
0,48744,75,23
0,48736,83,23
0,48734,85,23
0,48733,86,23
0,48732,87,23
0,48731,88,23
0,48727,92,23
0,48716,103,23
0,48714,105,23
0,48713,106,23
0,48704,115,23
0,48697,122,23
0,48692,127,23
0,48681,138,23
0,48668,151,23
0,48664,155,23
0,48637,182,23
0,48635,184,23
0,48613,206,23
1,48578,241,22
0,48575,244,23
0,48572,247,23
0,48524,295,23
0,48485,334,23
0,48413,406,23
0,48349,470,23
1,48311,508,22
0,48225,594,23
0,48191,628,23
0,48162,657,23
1,48064,755,22
0,48020,799,23
0,47985,834,23
0,47962,857,23
0,47868,951,23
1,47865,954,22
0,47836,983,23
1,47431,1388,22
0,47387,1432,23
0,47373,1446,23
1,47330,1489,22
0,47313,1506,23
1,47302,1517,22
0,47300,1519,23
0,47289,1530,23
2,47220,1599,21
1,47125,1694,22
0,47007,1812,23
0,46946,1873,23
0,46838,1981,23
1,46759,2060,22
0,46747,2072,23
4,46529,2290,19
1,46489,2330,22
1,46465,2354,22
3,46250,2569,20
0,46162,2657,23
0,46020,2799,23
0,46010,2809,23
3,45800,3019,20
1,45684,3135,22
2,44975,3844,21
4,44961,3858,19
0,44134,4685,23
5,43901,4918,18
1,43695,5124,22
4,43613,5206,19
0,43315,5504,23
1,43209,5610,22
1,43045,5774,22
8,42741,6078,15
3,42710,6109,20
0,42647,6172,23
2,42188,6631,21
3,41241,7578,20
6,40984,7835,17
4,40798,8021,19
3,37944,10875,20
8,37306,11513,15
6,37143,11676,17
10,36619,12200,13
7,36616,12203,16
1,36609,12210,22
5,36613,12206,18
5,36477,12342,18
5,36389,12430,18
4,36240,12579,19
4,35531,13288,19
9,33044,15775,14
5,32707,16112,18
5,32632,16187,18
14,29117,19702,9
15,26455,22364,8
10,24109,24710,13
18,16187,32632,5
17,14930,33889,6
15,13549,35270,8
23,7080,41739,0
0,4987,43832,23
19,3333,45486,4
23,2239,46580,0
0,48760,59,23
0,48754,65,23
0,48752,67,23
0,48744,75,23
0,48736,83,23
0,48734,85,23
0,48733,86,23
0,48732,87,23
0,48731,88,23
0,48727,92,23
0,48716,103,23
0,48714,105,23
0,48713,106,23
0,48704,115,23
0,48697,122,23
0,48692,127,23
0,48681,138,23
0,48668,151,23
0,48664,155,23
0,48637,182,23
0,48635,184,23
0,48613,206,23
0,48577,242,23
0,48575,244,23
0,48572,247,23
0,48524,295,23
0,48485,334,23
0,48413,406,23
0,48349,470,23
0,48310,509,23
0,48225,594,23
0,48191,628,23
0,48162,657,23
2,48065,754,21
0,48020,799,23
0,47985,834,23
0,47962,857,23
0,47868,951,23
0,47864,955,23
0,47836,983,23
0,47430,1389,23
0,47387,1432,23
0,47373,1446,23
0,47329,1490,23
1,47314,1505,22
1,47302,1517,22
3,47303,1516,20
1,47290,1529,22
1,47219,1600,22
0,47124,1695,23
1,47008,1811,22
1,46947,1872,22
1,46839,1980,22
1,46759,2060,22
3,46750,2069,20
0,46525,2294,23
1,46489,2330,22
1,46465,2354,22
0,46247,2572,23
0,46162,2657,23
1,46021,2798,22
1,46011,2808,22
1,45798,3021,22
1,45684,3135,22
1,44974,3845,22
1,44958,3861,22
8,44142,4677,15
4,43900,4919,19
3,43697,5122,20
3,43612,5207,20
2,43317,5502,21
3,43211,5608,20
2,43046,5773,21
4,42737,6082,19
2,42709,6110,21
2,42649,6170,21
5,42191,6628,18
2,41240,7579,21
0,40978,7841,23
5,40799,8020,18
9,37950,10869,14
6,37304,11515,17
4,37141,11678,19
3,36612,12207,20
6,36615,12204,17
7,36615,12204,16
7,36615,12204,16
6,36478,12341,17
8,36392,12427,15
12,36248,12571,11
7,35534,13285,16
4,33039,15780,19
11,32713,16106,12
9,32636,16183,14
4,29107,19712,19
5,26445,22374,18
14,24113,24706,9
14,16183,32636,9
19,14932,33887,4
18,13552,35267,5
12,7069,41750,11
0,4987,43832,23
23,3337,45482,0
22,2238,46581,1
0,48756,59,27
0,48750,65,27
0,48748,67,27
0,48740,75,27
0,48732,83,27
0,48730,85,27
0,48729,86,27
0,48728,87,27
0,48727,88,27
0,48723,92,27
0,48712,103,27
0,48710,105,27
0,48709,106,27
0,48700,115,27
0,48693,122,27
0,48688,127,27
0,48677,138,27
0,48664,151,27
0,48660,155,27
0,48633,182,27
0,48631,184,27
0,48609,206,27
0,48573,242,27
0,48571,244,27
0,48568,247,27
0,48520,295,27
1,48482,333,26
1,48410,405,26
0,48345,470,27
1,48307,508,26
0,48221,594,27
0,48187,628,27
1,48159,656,26
3,48062,753,24
0,48016,799,27
0,47981,834,27
0,47958,857,27
0,47864,951,27
1,47861,954,26
1,47833,982,26
0,47426,1389,27
1,47384,1431,26
2,47371,1444,25
0,47325,1490,27
2,47311,1504,25
0,47297,1518,27
4,47300,1515,23
1,47286,1529,26
1,47215,1600,26
2,47122,1693,25
1,47004,1811,26
1,46943,1872,26
1,46835,1980,26
0,46754,2061,27
0,46743,2072,27
1,46522,2293,26
3,46487,2328,24
1,46461,2354,26
2,46245,2570,25
3,46161,2654,24
1,46017,2798,26
1,46007,2808,26
4,45797,3018,23
2,45681,3134,25
0,44969,3846,27
1,44954,3861,26
21,44151,4664,6
6,43898,4917,21
4,43694,5121,23
2,43607,5208,25
1,43312,5503,26
6,43210,5605,21
2,43042,5773,25
1,42730,6085,26
2,42705,6110,25
2,42645,6170,25
2,42184,6631,25
1,41235,7580,26
2,40976,7839,25
0,40790,8025,27
7,37944,10871,20
5,37299,11516,22
7,37140,11675,20
12,36617,12198,15
7,36612,12203,20
2,36606,12209,25
6,36610,12205,21
11,36479,12336,16
8,36388,12427,19
6,36238,12577,21
4,35527,13288,23
9,33040,15775,18
10,32708,16107,17
14,32637,16178,13
11,29110,19705,16
14,26450,22365,13
17,24112,24703,10
13,16178,32637,14
19,14928,33887,8
21,13551,35264,6
1,7054,41761,26
0,4983,43832,27
26,3336,45479,1
25,2237,46578,2
0,48755,59,28
0,48749,65,28
0,48747,67,28
0,48739,75,28
1,48732,82,27
0,48729,85,28
0,48728,86,28
0,48727,87,28
0,48726,88,28
0,48722,92,28
0,48711,103,28
0,48709,105,28
0,48708,106,28
0,48699,115,28
0,48692,122,28
0,48687,127,28
0,48676,138,28
0,48663,151,28
0,48659,155,28
0,48632,182,28
0,48630,184,28
0,48608,206,28
0,48572,242,28
0,48570,244,28
1,48568,246,27
0,48519,295,28
0,48480,334,28
0,48408,406,28
0,48344,470,28
0,48305,509,28
0,48220,594,28
1,48187,627,27
1,48158,656,27
0,48058,756,28
1,48016,798,27
0,47980,834,28
0,47957,857,28
0,47863,951,28
1,47860,954,27
0,47831,983,28
0,47425,1389,28
1,47383,1431,27
0,47368,1446,28
1,47325,1489,27
5,47313,1501,23
1,47297,1517,27
24,47319,1495,4
0,47284,1530,28
0,47213,1601,28
0,47119,1695,28
0,47002,1812,28
3,46944,1870,25
1,46834,1980,27
2,46755,2059,26
0,46742,2072,28
1,46521,2293,27
1,46484,2330,27
1,46460,2354,27
0,46242,2572,28
0,46157,2657,28
2,46017,2797,26
2,46007,2807,26
5,45797,3017,23
0,45678,3136,28
2,44970,3844,26
2,44954,3860,26
2,44131,4683,26
1,43892,4922,27
2,43691,5123,26
1,43605,5209,27
4,43314,5500,24
0,43203,5611,28
0,43039,5775,28
1,42729,6085,27
9,42711,6103,19
4,42646,6168,24
1,42182,6632,27
2,41235,7579,26
7,40980,7834,21
5,40794,8020,23
8,37944,10870,20
4,37297,11517,24
10,37142,11672,18
5,36609,12205,23
3,36607,12207,25
8,36611,12203,20
12,36615,12199,16
6,36473,12341,22
7,36386,12428,21
7,36238,12576,21
8,35530,13284,20
9,33039,15775,19
9,32706,16108,19
6,32628,16186,22
11,29109,19705,17
16,26451,22363,12
12,24106,24708,16
22,16186,32628,6
22,14930,33884,6
27,13556,35258,1
2,7054,41760,26
0,4982,43832,28
26,3335,45479,2
25,2236,46578,3
0,48753,59,30
0,48747,65,30
0,48745,67,30
0,48737,75,30
1,48730,82,29
0,48727,85,30
0,48726,86,30
0,48725,87,30
0,48724,88,30
0,48720,92,30
0,48709,103,30
0,48707,105,30
0,48706,106,30
0,48697,115,30
0,48690,122,30
0,48685,127,30
0,48674,138,30
0,48661,151,30
0,48657,155,30
0,48630,182,30
0,48628,184,30
0,48606,206,30
0,48570,242,30
0,48568,244,30
0,48565,247,30
0,48517,295,30
1,48479,333,29
0,48406,406,30
1,48343,469,29
1,48304,508,29
2,48220,592,28
0,48184,628,30
0,48155,657,30
2,48058,754,28
1,48014,798,29
0,47978,834,30
0,47955,857,30
0,47861,951,30
1,47858,954,29
1,47830,982,29
0,47423,1389,30
0,47380,1432,30
1,47367,1445,29
1,47323,1489,29
3,47309,1503,27
0,47294,1518,30
25,47318,1494,5
1,47283,1529,29
2,47213,1599,28
1,47118,1694,29
1,47001,1811,29
3,46942,1870,27
2,46833,1979,28
1,46752,2060,29
0,46740,2072,30
0,46518,2294,30
7,46488,2324,23
0,46457,2355,30
0,46240,2572,30
5,46160,2652,25
2,46015,2797,28
2,46005,2807,28
2,45792,3020,28
1,45677,3135,29
2,44968,3844,28
0,44950,3862,30
0,44127,4685,30
2,43891,4921,28
1,43688,5124,29
1,43603,5209,29
2,43310,5502,28
4,43205,5607,26
2,43039,5773,28
4,42730,6082,26
5,42705,6107,25
6,42646,6166,24
0,42179,6633,30
0,41231,7581,30
6,40977,7835,24
6,40793,8019,24
1,37935,10877,29
2,37293,11519,28
14,37144,11668,16
16,36618,12194,14
3,36605,12207,27
1,36602,12210,29
10,36611,12201,20
5,36470,12342,25
8,36385,12427,22
7,36236,12576,23
9,35529,13283,21
7,33035,15777,23
10,32705,16107,20
11,32631,16181,19
12,29108,19704,18
19,26452,22360,11
14,24106,24706,16
19,16181,32631,11
24,14930,33882,6
27,13554,35258,3
4,7054,41758,26
0,4980,43832,30
29,3336,45476,1
26,2235,46577,4
0,48753,59,30
0,48747,65,30
0,48745,67,30
0,48737,75,30
0,48729,83,30
0,48727,85,30
0,48726,86,30
0,48725,87,30
0,48724,88,30
0,48720,92,30
0,48709,103,30
0,48707,105,30
0,48706,106,30
0,48697,115,30
0,48690,122,30
0,48685,127,30
0,48674,138,30
0,48661,151,30
0,48657,155,30
0,48630,182,30
0,48628,184,30
0,48606,206,30
1,48571,241,29
0,48568,244,30
1,48566,246,29
0,48517,295,30
0,48478,334,30
0,48406,406,30
0,48342,470,30
0,48303,509,30
1,48219,593,29
2,48186,626,28
1,48156,656,29
0,48056,756,30
0,48013,799,30
1,47979,833,29
0,47955,857,30
0,47861,951,30
0,47857,955,30
1,47830,982,29
0,47423,1389,30
0,47380,1432,30
0,47366,1446,30
1,47323,1489,29
2,47308,1504,28
2,47296,1516,28
25,47318,1494,5
0,47282,1530,30
3,47214,1598,27
4,47121,1691,26
0,47000,1812,30
1,46940,1872,29
1,46832,1980,29
2,46753,2059,28
0,46740,2072,30
1,46519,2293,29
2,46483,2329,28
1,46458,2354,29
2,46242,2570,28
2,46157,2655,28
1,46014,2798,29
1,46004,2808,29
1,45791,3021,29
1,45677,3135,29
2,44968,3844,28
3,44953,3859,27
1,44128,4684,29
8,43897,4915,22
5,43692,5120,25
6,43608,5204,24
1,43309,5503,29
3,43204,5608,27
2,43039,5773,28
6,42732,6080,24
2,42702,6110,28
4,42644,6168,26
3,42182,6630,27
3,41234,7578,27
3,40974,7838,27
6,40793,8019,24
3,37937,10875,27
5,37296,11516,25
9,37139,11673,21
12,36614,12198,18
10,36612,12200,20
3,36604,12208,27
5,36606,12206,25
10,36475,12337,20
10,36387,12425,20
8,36237,12575,22
6,35526,13286,24
10,33038,15774,20
10,32705,16107,20
14,32634,16178,16
10,29106,19706,20
13,26446,22366,17
15,24107,24705,15
16,16178,32634,14
20,14926,33886,10
20,13547,35265,10
4,7054,41758,26
0,4980,43832,30
29,3336,45476,1
29,2238,46574,1
